== r36-s1  (**Ended:** budget reached.)
  t	alive	jointed	jnt inh	diverged	spd jnt	spd rig	work J/s	photo inh	absorpt	inherit	cols	x sd	wraps
  13200	1165	14	9	14	0.08722	0.08248	172.2	1046	119	115	100/100	6.66	1223
  13300	1183	14	9	14	0.10036	0.08777	94.86	1063	120	117	100/100	6.86	1226
  13400	1192	10	5	14	0.09989	0.0878	248.15	1079	113	110	100/100	6.71	1285
  13500	1207	10	5	14	0.10812	0.08438	78.41	1101	106	103	100/100	6.56	1300
  13600	1207	11	5	14	0.08266	0.07743	162.89	1099	108	106	100/100	7.05	1182
  13700	1226	10	4	14	0.08813	0.07658	109.49	1123	103	101	100/100	6.63	1321
  13800	1233	10	4	14	0.09522	0.08051	193.64	1137	96	94	100/100	6.73	1427
  13900	1233	8	3	14	0.09931	0.08384	90.47	1142	90	88	100/100	8.17	1365
  14000	1210	8	3	14	0.09582	0.08311	96.58	1121	89	86	100/100	7.78	1468
  14100	1189	8	3	14	0.09183	0.0829	141.21	1103	86	83	100/100	7.08	1259
  14200	1194	8	3	14	0.0861	0.07967	100.92	1109	85	82	100/100	7.62	1105
  14300	1203	8	2	14	0.10341	0.07783	196.73	1121	82	79	100/100	7.94	1337
  14400	1185	8	2	14	0.1074	0.0794	184.5	1095	90	87	100/100	7.62	1272
  14500	1188	14	9	14	0.09133	0.08382	491.47	1080	108	105	100/100	7.16	1389
  14600	1169	20	16	15	0.08781	0.08276	971.86	1037	131	128	100/100	8.24	1357
  14700	1196	17	13	15	0.08878	0.07956	712.74	1070	125	122	100/100	7.68	1186
  14800	1211	17	12	15	0.09961	0.07829	642.6	1082	128	125	100/100	8.95	1181
  14900	1211	15	10	15	0.09563	0.08178	582.92	1086	124	121	100/100	8.08	1361
  15000	1209	13	10	15	0.1034	0.08401	573.14	1087	121	118	100/100	9.81	1307
  15100	1208	13	9	15	0.10828	0.08569	558.13	1087	120	117	100/100	7.35	1341
  15200	1186	13	10	15	0.11234	0.08253	577.57	1065	120	117	100/100	8.73	1896
  15300	1223	12	10	15	0.09593	0.07901	573.63	1106	116	113	100/100	7.70	1507
  15400	1235	12	10	15	0.08911	0.07765	623.88	1115	120	117	100/100	8.03	1528
  15500	1228	10	7	15	0.09703	0.07845	364.78	1107	121	118	100/100	8.44	1224
  15600	1215	8	7	15	0.08856	0.0843	311.91	1093	122	119	100/100	8.68	1557
  15700	1218	7	6	15	0.13264	0.08455	267.63	1096	122	120	100/100	8.96	1484
  15800	1207	7	6	15	0.11013	0.08452	262.05	1084	122	120	100/100	8.36	1206
  15900	1211	6	4	16	0.09737	0.0839	108.32	1098	113	111	100/100	7.17	1222
  16000	1237	7	4	16	0.09694	0.08051	128.75	1119	118	116	100/100	7.57	1148
  16100	1242	7	4	16	0.10377	0.08009	142.04	1117	125	123	100/100	7.24	1093
  16200	1245	5	4	16	0.10531	0.08186	134.34	1120	125	123	100/100	7.37	1316
  16300	1256	5	4	16	0.09558	0.08274	151.17	1135	121	119	100/100	8.08	1160
  16400	1237	8	7	16	0.09193	0.08336	268.44	1122	115	113	100/100	7.50	1310
  16500	1214	7	4	16	0.10329	0.08156	226.29	1104	110	108	100/100	7.51	1254
  16600	1223	6	4	16	0.11013	0.07911	215.83	1107	116	114	100/100	8.17	1303
  16700	1241	6	4	16	0.09953	0.08173	199.87	1119	122	120	100/100	9.90	1268
  16800	1240	5	3	16	0.11821	0.08343	236.29	1122	118	116	100/100	8.20	1331
  16900	1209	6	3	16	0.09944	0.08297	199.51	1085	124	122	100/100	7.82	1368
  17000	1216	8	3	16	0.10305	0.08429	380.01	1081	135	133	100/100	7.25	1495
  17100	1245	8	3	17	0.08887	0.07984	288.6	1105	139	136	100/100	6.75	1445
  17200	1251	8	3	17	0.10311	0.07875	267.67	1104	146	143	100/100	6.45	1402
  17300	1259	8	3	17	0.11258	0.0797	262.23	1113	146	145	100/100	6.87	1395
  17400	1260	8	3	17	0.09461	0.08233	180.62	1113	147	146	100/100	7.30	1438
  17500	1255	7	3	17	0.10291	0.08359	174.22	1111	144	143	100/100	7.15	1576
  17600	1256	7	3	17	0.09328	0.08601	118.24	1115	141	140	100/100	7.49	1468
  17700	1256	7	3	17	0.07952	0.08116	186.42	1118	138	137	100/100	8.02	1479
  17800	1242	7	3	17	0.08413	0.07648	152.59	1100	142	140	100/100	7.90	1456
  17900	1260	7	3	17	0.08055	0.07688	171.46	1114	146	144	100/100	7.82	1304
  18000	1284	6	3	17	0.09226	0.08121	192.36	1142	142	140	100/100	7.59	1331
  18100	1272	6	3	17	0.08904	0.08352	201.46	1130	141	139	100/100	6.87	1372
  18200	1260	6	3	17	0.08949	0.08568	208.18	1123	137	136	100/100	7.54	1550
  18300	1271	10	7	17	0.10202	0.08222	457.59	1134	137	136	100/100	7.86	1258
  18400	1286	8	5	17	0.0936	0.07915	349.59	1158	128	127	100/100	7.50	1179
  18500	1273	7	4	17	0.09741	0.079	238.57	1153	120	119	100/100	6.96	1180
  18600	1266	5	3	17	0.10931	0.08204	178.92	1148	117	116	100/100	6.62	1272
  18700	1238	6	3	17	0.09602	0.08386	181.24	1125	113	112	100/100	7.12	2499
  18800	1238	5	3	17	0.09175	0.0818	216.74	1107	131	130	100/100	7.48	1696
  18900	1256	6	3	17	0.08295	0.08031	165.58	1130	126	125	100/100	8.13	1188
  19000	1271	6	2	17	0.09174	0.07953	157.97	1140	131	130	100/100	8.62	1106
  19100	1257	7	2	17	0.08999	0.08081	215.7	1119	138	137	100/100	7.38	1274
  19200	1249	5	2	17	0.09385	0.08288	99.38	1105	144	143	100/100	7.80	1318
  19300	1249	6	2	17	0.10382	0.08288	164.9	1089	160	159	100/100	8.32	1498
  19400	1251	7	3	17	0.09593	0.08137	214.61	1094	157	156	100/100	7.00	1416
  19500	1277	7	3	17	0.09548	0.07887	246.95	1135	142	141	100/100	7.90	1774
  19600	1286	6	3	17	0.10683	0.07828	145.52	1153	133	132	100/100	6.49	1403
  19700	1293	6	3	17	0.10488	0.07956	200.56	1161	132	131	100/100	6.76	1531
  19800	1292	6	2	17	0.10584	0.08318	181.97	1163	129	128	100/100	8.30	1240
  19900	1261	7	2	17	0.10699	0.08709	209.94	1120	141	140	100/100	7.97	1354
  20000	1284	9	2	17	0.09929	0.08711	216.87	1143	141	140	100/100	7.44	1369
  20100	1290	6	2	17	0.10027	0.08199	189.44	1146	144	143	100/100	7.33	1372
  20200	1275	6	2	17	0.07779	0.07631	192.21	1138	137	136	100/100	7.70	1292
  20300	1295	6	2	17	0.09359	0.07643	157.67	1161	134	133	100/100	6.90	1206
  20400	1292	6	2	17	0.08527	0.08262	201.14	1160	132	131	100/100	6.29	1408
  20500	1292	6	1	17	0.09237	0.08594	199.01	1170	122	121	100/100	6.71	1379
  20600	1278	5	1	17	0.10869	0.08506	155.61	1158	119	118	100/100	7.93	1487
  20700	1263	5	1	18	0.09245	0.081	145.81	1147	116	115	100/100	7.54	1423
  20800	1298	5	1	18	0.08321	0.07806	167.94	1176	122	121	100/100	7.46	1386
  20900	1308	6	1	18	0.08993	0.07788	209.49	1183	125	124	100/100	6.66	1613
  21000	1307	6	1	18	0.11046	0.07767	163.8	1175	132	131	100/100	6.27	1785
  21100	1272	5	1	18	0.09685	0.07901	133.39	1144	128	127	100/100	6.47	1851
  21200	1252	4	0	18	0.09561	0.08096	26.51	1130	121	120	100/100	10.85	1259
  21300	1270	5	2	18	0.09171	0.08225	66.74	1150	120	119	100/100	7.81	1264
  21400	1268	5	2	18	0.09363	0.08027	23.96	1143	125	124	100/100	7.65	1259
  21500	1275	6	2	18	0.07452	0.08157	72.02	1144	131	130	100/100	8.51	1275
  21600	1266	4	2	18	0.08295	0.08336	33.26	1146	120	119	100/100	7.55	1304
  21700	1277	4	2	18	0.08709	0.08614	61.02	1156	121	120	100/100	7.02	1747
  21800	1282	5	2	18	0.0844	0.08216	35.17	1161	121	119	100/100	7.78	1299
  21900	1278	5	2	18	0.08773	0.07755	40.24	1154	124	122	100/100	8.59	1150
  22000	1292	5	2	18	0.10293	0.07839	67.8	1163	129	127	100/100	7.95	1309
  22100	1286	7	2	18	0.09172	0.08061	30.76	1152	133	131	100/100	7.49	1329
  22200	1281	6	2	18	0.08711	0.08263	67.7	1152	129	127	100/100	6.92	1300
  22300	1302	5	2	18	0.09252	0.08427	29.65	1177	125	124	100/100	6.64	1329
  22400	1307	5	1	18	0.09692	0.08488	82.74	1186	121	120	100/100	6.90	1410
  22500	1305	4	1	18	0.10072	0.08027	25.91	1181	124	123	100/100	7.33	1336
  22600	1322	4	1	18	0.09246	0.07709	48.75	1200	122	121	100/100	7.07	1344
  22700	1318	4	1	18	0.08152	0.08069	35.57	1198	120	119	100/100	6.76	1435
  22800	1313	4	1	18	0.0799	0.08429	54.99	1196	117	116	100/100	6.68	1368
  22900	1312	10	7	18	0.0896	0.08494	213.41	1191	121	120	100/100	7.91	1727
  23000	1282	4	1	18	0.08902	0.08317	50.32	1160	122	121	100/100	9.93	1573
  23100	1295	5	1	19	0.18252	0.08231	109.74	1170	125	124	100/100	7.24	1510
  23200	1307	4	1	19	0.16472	0.08011	85.22	1189	118	117	100/100	7.38	1492
  23300	1288	4	1	19	0.12347	0.07963	52.34	1174	114	113	100/100	7.78	1532
  23400	1297	4	1	19	0.09323	0.08049	27.94	1175	122	121	100/100	7.97	1396
  23500	1315	4	1	19	0.09813	0.08207	28.76	1196	119	118	100/100	7.83	1304
  23600	1330	4	1	19	0.09622	0.08592	24.95	1209	121	120	100/100	9.25	1492
  23700	1326	4	1	19	0.0775	0.08545	27.39	1209	117	116	100/100	8.74	1472
  23800	1304	4	1	19	0.08306	0.0791	53.71	1183	121	120	100/100	7.35	1311
  23900	1306	3	1	19	0.10756	0.07909	23.67	1188	118	116	100/100	6.90	1437
  24000	1316	3	1	19	0.09261	0.08455	23.01	1197	119	116	100/100	7.22	1453
  24100	1333	3	1	19	0.10654	0.08605	10.94	1215	118	115	100/100	6.72	1313
  24200	1314	3	1	19	0.09907	0.08401	12.65	1191	123	121	99/100	6.69	1420
  24300	1324	3	1	19	0.08992	0.08071	23.98	1203	121	119	100/100	6.45	1274
  24400	1318	3	1	19	0.09781	0.08032	23.53	1195	123	121	100/100	7.10	1198
  24500	1319	4	1	19	0.09367	0.08076	29.53	1198	121	119	100/100	7.48	1280
  24600	1294	5	2	19	0.08411	0.08033	25.34	1170	124	122	100/100	8.18	1249
  24700	1302	4	2	19	0.08986	0.08203	23.27	1177	125	122	100/100	7.98	1338
  24800	1300	4	2	19	0.07941	0.08475	19.05	1172	128	125	100/100	7.68	1420
  24900	1311	4	2	19	0.08981	0.0787	8.21	1186	125	121	100/100	6.46	1439
  25000	1306	4	2	19	0.08458	0.07565	5.78	1186	120	116	100/100	7.52	1388
  25100	1315	4	2	19	0.0833	0.07765	24.37	1195	120	116	100/100	7.38	1373
  25200	1336	4	2	19	0.08827	0.08061	25.3	1216	119	115	100/100	6.84	1385
  25300	1342	5	2	19	0.14307	0.08151	99.6	1220	121	117	100/100	7.04	1545
  25400	1342	4	2	19	0.11552	0.08062	24.15	1214	127	123	100/100	7.14	1461
  25500	1331	4	2	19	0.09471	0.08348	23.54	1203	127	123	100/100	6.83	1525
  25600	1333	4	2	19	0.08152	0.08215	12.17	1208	124	120	99/100	7.49	1356
  25700	1335	3	2	19	0.07919	0.0783	21.32	1213	121	117	100/100	7.60	1311
  25800	1332	4	2	19	0.113	0.07969	84.78	1210	122	118	100/100	7.84	1287
  25900	1311	3	2	19	0.10005	0.08403	33.91	1191	120	116	100/100	8.24	1499
  26000	1316	3	2	19	0.07611	0.08635	3.96	1190	126	122	100/100	9.08	1428
  26100	1323	3	2	19	0.07516	0.08551	20.31	1194	129	125	100/100	8.75	1507
  26200	1318	2	2	19	0.08872	0.08042	0.61	1196	122	118	100/100	7.98	1439
  26300	1346	2	2	19	0.1028	0.08088	0.61	1222	124	120	100/100	8.50	1393
  26400	1336	2	2	19	0.08493	0.08248	0.61	1213	122	118	100/100	9.14	1348
  26500	1325	2	2	19	0.10071	0.08473	0.61	1198	127	123	100/100	7.51	1557
  26600	1348	1	1	19	0.1127	0.08284	0	1210	138	134	100/100	6.89	1486
  26700	1350	1	1	19	0.09852	0.08072	0	1216	134	130	100/100	7.51	1413
  26800	1337	1	1	19	0.52336	0.07959	0	1210	127	124	100/100	7.51	1421
  26900	1329	1	1	19	0.10305	0.08248	0	1192	137	134	100/100	7.00	1296
  27000	1316	1	1	19	0.08933	0.08504	0	1180	136	133	100/100	7.07	1256
  27100	1328	2	1	19	0.10438	0.08658	18.13	1190	138	135	100/100	8.28	1410
  27200	1330	2	1	19	0.10269	0.08479	18.83	1193	137	134	100/100	6.57	1370
  27300	1323	3	1	19	0.10649	0.08277	113.41	1181	140	137	100/100	6.61	1321
  27400	1337	1	0	20	0.14519	0.0787	62.87	1204	133	130	100/100	7.27	1313
  27500	1359	1	0	20	0.15558	0.07861	62.83	1227	132	129	100/100	7.15	1341
  27600	1353	1	0	20	0.11424	0.08525	0.34	1219	133	130	100/100	7.67	1606
  27700	1330	2	0	20	0.06967	0.08597	72.26	1193	137	134	100/100	8.05	1537
  27800	1322	4	0	20	0.09685	0.08259	7.43	1185	137	134	100/100	8.29	1362
  27900	1327	3	0	20	0.0985	0.07785	96.6	1194	133	130	100/100	6.93	1446
  28000	1351	5	0	20	0.11896	0.07575	137.23	1213	138	135	100/100	6.99	1768
  28100	1367	2	0	20	0.09293	0.0786	72.77	1230	137	134	100/100	7.11	1825
  28200	1354	2	0	20	0.09948	0.08378	43.44	1222	132	129	100/100	6.85	1549
  28300	1342	2	0	20	0.11127	0.08398	54.51	1212	130	127	100/100	7.50	1500
  28400	1344	3	0	20	0.12465	0.0855	80.64	1218	126	123	100/100	7.52	1514
  28500	1331	2	0	20	0.08121	0.0834	2.88	1206	125	122	100/100	7.55	1390
  28600	1340	2	0	20	0.0982	0.08135	77.93	1219	121	119	100/100	7.10	1663
  28700	1337	2	0	20	0.0978	0.08012	1.58	1213	124	122	100/100	7.19	1537
  28800	1344	2	0	20	0.1254	0.08126	81.1	1220	124	122	100/100	7.25	1594
  28900	1336	2	0	20	0.09005	0.08252	7.76	1215	120	118	100/100	7.67	1397
  29000	1337	2	0	20	0.10763	0.0826	75.97	1219	118	116	100/100	7.83	1564
  29100	1336	2	0	20	0.11078	0.08235	47.07	1218	117	115	100/100	6.93	1562
  29200	1341	2	0	20	0.09339	0.08256	55.79	1224	116	114	100/100	7.27	1439
  29300	1323	2	0	20	0.08567	0.08135	71.42	1209	114	112	100/100	7.28	1381
  29400	1331	3	0	20	0.1566	0.08101	72.41	1215	116	114	100/100	7.70	1334
  29500	1326	2	0	20	0.15156	0.08421	81.06	1212	114	112	100/100	7.53	1452
  29600	1315	2	0	20	0.09082	0.08333	0.15	1199	116	115	100/100	8.52	1311
  29700	1304	2	0	20	0.11225	0.07953	78.04	1181	123	122	100/100	8.30	1259
  29800	1318	3	0	20	0.1669	0.07908	41.64	1195	123	122	100/100	7.65	1264
  29900	1335	3	0	20	0.21847	0.08366	136.66	1205	130	129	100/100	6.70	1267
  30000	1342	2	0	20	0.1693	0.08315	23.24	1211	131	130	100/100	7.28	1260
== r36-s4  (**Ended:** budget reached.)
  t	alive	jointed	jnt inh	diverged	spd jnt	spd rig	work J/s	photo inh	absorpt	inherit	cols	x sd	wraps
  100	43	22	10	0	0.06538	0.05742	380.77	18	4	0	36/100	6.31	35
  200	70	38	30	0	0.0799	0.06679	841.82	55	1	0	50/100	4.92	69
  300	109	47	40	0	0.08596	0.06699	1100.91	99	1	0	65/100	4.80	145
  400	158	65	58	0	0.09271	0.0684	1621.47	148	1	0	80/100	6.54	178
  500	209	74	68	0	0.08827	0.07102	1891.63	199	2	0	90/100	7.09	388
  600	247	83	77	0	0.09263	0.07677	2436.49	238	2	0	90/100	6.99	338
  700	280	89	82	0	0.09799	0.07763	2526.06	271	2	0	93/100	6.10	414
  800	306	95	89	0	0.09817	0.07817	2758.72	298	2	0	96/100	6.68	459
  900	337	98	92	0	0.09805	0.07753	2940.85	329	2	0	98/100	6.44	448
  1000	364	102	97	0	0.0963	0.07868	3265.44	357	2	0	96/100	9.10	507
  1100	387	100	95	1	0.09693	0.07637	3072.49	380	2	0	95/100	7.95	526
  1200	416	100	95	1	0.10013	0.07707	3357.67	409	2	0	96/100	7.15	570
  1300	434	111	105	1	0.10113	0.07781	4273.17	427	2	0	98/100	6.72	570
  1400	449	111	106	1	0.10093	0.07903	4621.41	443	2	0	94/100	6.58	652
  1500	456	110	105	1	0.10156	0.07822	4098.53	450	2	0	100/100	7.81	611
  1600	480	106	101	1	0.10276	0.08153	3619.05	474	2	0	100/100	7.67	648
  1700	493	101	96	1	0.10061	0.08048	3716.94	487	2	0	100/100	6.63	590
  1800	523	99	93	1	0.09203	0.07555	3894.89	517	2	0	99/100	6.62	572
  1900	548	99	93	1	0.09362	0.07409	3041	542	3	0	99/100	6.63	620
  2000	549	95	90	1	0.09585	0.07968	2968.75	543	3	0	100/100	7.18	627
  2100	560	93	88	1	0.10162	0.08531	2949.27	552	5	2	100/100	6.78	672
  2200	555	93	88	1	0.1032	0.08547	2928.28	544	7	4	99/100	7.55	671
  2300	563	89	83	1	0.09977	0.083	2889.07	549	9	6	98/100	8.80	652
  2400	584	88	83	1	0.09443	0.07771	2600.19	566	14	11	99/100	7.58	721
  2500	603	85	80	2	0.09673	0.07644	2568.89	578	21	18	100/100	7.20	691
  2600	629	91	86	2	0.1021	0.07967	3044	591	33	30	99/100	8.74	811
  2700	644	88	83	2	0.1034	0.08049	2924.51	589	51	48	100/100	8.45	845
  2800	664	85	80	2	0.09723	0.08019	2737.16	565	95	92	100/100	7.67	841
  2900	698	76	70	2	0.1021	0.0808	2313.85	554	139	136	99/100	7.36	740
  3000	756	71	67	2	0.09698	0.08043	2182.64	552	199	196	100/100	7.33	871
  3100	819	69	65	2	0.0997	0.07983	2207.82	559	256	253	100/100	6.90	901
  3200	857	70	66	2	0.09554	0.07943	2157.58	556	297	294	100/100	7.02	1493
  3300	905	69	65	2	0.09927	0.08109	2035.29	561	340	337	100/100	6.95	1076
  3400	937	66	62	2	0.1026	0.08159	1951.1	559	374	371	99/100	7.23	1145
  3500	978	66	62	2	0.09671	0.08071	2069.87	562	412	409	100/100	9.30	1083
  3600	1022	64	60	2	0.10108	0.08017	2034.16	565	453	450	100/100	10.14	1224
  3700	1063	65	61	2	0.09562	0.08225	2096.92	572	486	483	100/100	7.87	1107
  3800	1099	63	59	2	0.10338	0.08648	2003.3	578	516	513	100/100	8.00	1314
  3900	1131	63	59	2	0.10488	0.08701	1953.92	583	543	539	100/100	8.10	1351
  4000	1165	61	57	2	0.10579	0.08609	2138.74	594	566	562	100/100	8.22	1296
  4100	1188	59	55	2	0.10493	0.08334	1981.18	596	587	583	100/100	8.05	1400
  4200	1222	58	54	2	0.09432	0.0801	1833.77	594	623	619	100/100	7.22	1451
  4300	1259	58	54	2	0.10302	0.07919	1852.54	602	652	648	100/100	7.90	1439
  4400	1287	58	54	2	0.10195	0.08354	1897.9	610	672	668	100/100	8.15	1398
  4500	1308	57	53	2	0.1056	0.08907	1896.48	617	686	682	100/100	7.92	1472
  4600	1321	55	50	3	0.10241	0.08697	1985.92	622	694	690	100/100	7.71	1436
  4700	1328	53	49	3	0.1047	0.085	1706	625	698	694	100/100	8.52	1471
  4800	1346	53	49	3	0.09883	0.07996	1815.29	639	702	698	100/100	8.77	1436
  4900	1346	52	48	3	0.09631	0.07931	1910.7	646	696	692	100/100	8.06	1642
  5000	1352	51	47	3	0.09869	0.08007	1732.48	648	700	697	100/100	8.21	1856
  5100	1355	52	48	3	0.09623	0.08535	1778.23	657	694	691	100/100	9.66	1497
  5200	1343	49	45	3	0.10045	0.0869	1813.6	653	685	682	100/100	8.91	1468
  5300	1336	49	45	3	0.09752	0.0856	1699.03	656	675	672	100/100	7.44	1377
  5400	1321	49	45	3	0.10194	0.08376	1756.8	661	656	653	100/100	8.73	1328
  5500	1332	46	43	3	0.0997	0.08153	1686.2	668	661	658	100/100	7.77	1354
  5600	1346	45	42	3	0.09693	0.08201	1548	684	659	656	100/100	8.02	1404
  5700	1344	46	43	3	0.10582	0.08629	1602.98	682	659	656	100/100	8.59	1648
  5800	1346	40	37	5	0.10621	0.08783	1562.66	664	679	677	100/100	7.56	1629
  5900	1360	38	35	5	0.11341	0.08381	1486.38	676	681	679	100/100	7.92	1588
  6000	1343	35	32	5	0.10178	0.08211	1405.43	688	653	651	100/100	7.74	1502
  6100	1343	33	30	5	0.10932	0.08341	1368.5	698	643	641	100/100	7.37	1474
  6200	1342	33	30	5	0.11188	0.08456	1253.31	681	659	657	100/100	7.81	1748
  6300	1353	34	31	5	0.1117	0.08524	1290.8	680	670	668	100/100	7.35	1556
  6400	1355	29	26	5	0.10186	0.08586	1124.56	700	652	650	100/100	7.56	1536
  6500	1377	28	26	5	0.10157	0.08102	1079.13	728	646	644	100/100	7.74	1400
  6600	1376	28	26	5	0.10713	0.07718	1056.95	733	640	638	100/100	7.43	1505
  6700	1390	25	24	5	0.09215	0.07906	1020.47	747	641	639	100/100	7.49	1532
  6800	1376	23	22	5	0.10997	0.08397	913.21	750	624	622	100/100	8.08	1585
  6900	1379	23	22	5	0.11212	0.0878	859.4	725	652	650	100/100	7.49	1674
  7000	1419	21	20	5	0.12223	0.08711	825.5	720	697	696	100/100	7.34	1754
  7100	1403	21	20	5	0.11526	0.08626	840.4	707	694	693	100/100	8.30	1588
  7200	1381	20	19	5	0.10312	0.08373	737.24	702	678	677	100/100	8.30	1512
  7300	1353	20	19	5	0.09379	0.08019	783.11	709	643	641	100/100	7.01	1449
  7400	1341	20	19	5	0.10855	0.0835	767.28	726	613	611	100/100	6.59	1369
  7500	1356	20	19	5	0.10822	0.0854	694.51	770	585	583	100/100	6.98	1371
  7600	1365	20	19	5	0.11587	0.0859	756.42	804	560	558	100/100	7.07	1432
  7700	1380	20	19	5	0.10291	0.08671	757.55	814	565	563	100/100	7.01	1570
  7800	1375	19	18	5	0.10527	0.08275	721.67	802	572	570	100/100	7.55	1488
  7900	1368	17	16	5	0.10706	0.08036	650.19	804	563	561	100/100	7.10	1287
  8000	1357	17	16	5	0.10018	0.0847	653.13	831	525	523	100/100	7.34	1361
  8100	1338	15	14	5	0.10697	0.08671	577.59	827	510	508	100/100	7.59	1468
  8200	1350	14	13	5	0.10472	0.08664	462.95	835	514	512	100/100	9.06	1400
  8300	1352	13	12	5	0.11567	0.08298	548.65	818	532	530	100/100	8.23	1406
  8400	1355	13	12	5	0.10762	0.08215	512.47	808	545	543	100/100	8.39	1382
  8500	1331	12	11	5	0.11151	0.08505	441.25	805	524	522	100/100	8.86	1545
  8600	1326	12	11	5	0.10996	0.08499	498.93	811	513	511	100/100	7.02	1569
  8700	1324	12	11	5	0.10087	0.08603	441.75	827	495	493	100/100	7.63	1522
  8800	1330	12	11	5	0.1129	0.08892	395.69	837	490	488	100/100	8.84	2028
  8900	1316	12	11	5	0.11439	0.08568	432.92	837	477	475	100/100	8.53	1537
  9000	1331	11	10	5	0.1101	0.08024	391.59	861	468	466	100/100	7.83	1457
  9100	1350	17	16	5	0.1126	0.08055	1081.45	895	453	451	100/100	7.83	1780
  9200	1328	20	19	5	0.10408	0.08563	975.18	875	451	449	100/100	6.95	1412
  9300	1322	10	10	5	0.10799	0.08894	396.23	873	447	444	100/100	6.52	1531
  9400	1312	8	8	5	0.10961	0.09036	303.02	858	452	449	100/100	7.43	1550
  9500	1306	6	6	5	0.11577	0.08552	249.01	851	453	450	100/100	8.30	1472
  9600	1321	6	6	5	0.11039	0.08001	205.53	867	452	449	100/100	7.84	1361
  9700	1334	5	5	5	0.10998	0.07968	154.86	878	454	451	100/100	8.56	1535
  9800	1341	5	5	5	0.11031	0.08314	162.17	878	460	457	100/100	8.34	1421
  9900	1317	5	5	5	0.1093	0.08573	167.88	866	449	446	100/100	7.73	1413
  10000	1305	5	5	5	0.12009	0.08445	142.04	864	439	436	100/100	7.77	1498
  10100	1309	4	4	5	0.1155	0.08346	133.92	879	428	424	100/100	8.30	1344
  10200	1304	4	4	5	0.11465	0.08208	141.11	889	413	409	100/100	8.31	1197
  10300	1323	2	2	6	0.10295	0.08048	73.33	914	407	404	100/100	8.10	1229
  10400	1335	2	2	6	0.10572	0.08153	68.37	937	396	393	100/100	8.64	1300
  10500	1322	2	2	6	0.11852	0.0846	69.78	940	380	377	100/100	9.21	1474
  10600	1324	1	1	6	0.13996	0.08636	61.98	955	366	365	100/100	7.10	1428
  10700	1330	1	1	6	0.11277	0.08414	47.31	974	354	353	100/100	7.19	1488
  10800	1321	1	1	6	0.13586	0.08218	46.71	968	350	349	100/100	7.80	1243
  10900	1314	1	1	6	0.13613	0.08382	63.67	977	335	334	100/100	9.11	1303
  11000	1299	1	1	6	0.12453	0.08604	47.33	969	328	327	100/100	7.93	1290
  11100	1305	1	1	6	0.12224	0.08558	47.43	989	314	313	100/100	10.32	1413
  11200	1325	1	1	6	0.08459	0.08683	64.63	1010	313	312	100/100	10.30	1527
  11300	1308	1	1	6	0.08795	0.08519	47.31	973	333	332	100/100	10.35	1481
  11400	1322	1	1	6	0.14216	0.08041	48.49	990	329	328	100/100	8.04	1488
  11500	1339	1	1	6	0.13482	0.08102	65.15	1008	329	328	100/100	8.04	1473
  11600	1307	1	1	6	0.10257	0.08663	47.34	966	339	338	100/100	7.74	1529
  11700	1292	0	0	6	0.12059	0.08814	0	941	349	348	100/100	7.70	1485
  11800	1295	0	0	6	—	0.08488	0	944	349	348	100/100	6.90	1381
  11900	1301	0	0	6	—	0.08258	0	931	368	367	100/100	7.56	1443
  12000	1327	0	0	6	—	0.07916	0	964	361	360	100/100	7.81	1552
  12100	1343	0	0	6	—	0.07928	0	988	353	352	100/100	8.13	1583
  12200	1373	0	0	6	—	0.08105	0	1015	356	355	100/100	8.63	1571
  12300	1355	0	0	6	—	0.08322	0	1011	342	341	100/100	7.88	1543
  12400	1355	0	0	6	—	0.08587	0	1015	338	337	100/100	7.65	1442
  12500	1358	0	0	6	—	0.08627	0	1027	329	328	100/100	8.02	1427
  12600	1346	0	0	6	—	0.08339	0	1015	329	328	100/100	8.84	1483
  12700	1318	0	0	6	0.09171	0.08115	0	999	317	315	100/100	7.88	1305
  12800	1345	0	0	6	—	0.08266	0	1025	318	316	100/100	7.90	1347
  12900	1358	0	0	6	—	0.08762	0	1037	319	317	100/100	6.65	1383
  13000	1353	0	0	6	—	0.08847	0	1042	308	306	100/100	6.35	1427
  13100	1335	0	0	6	—	0.0837	0	1025	308	306	100/100	6.86	1294
  13200	1339	0	0	6	—	0.08111	0	1038	299	297	100/100	6.56	1335
  13300	1353	0	0	6	—	0.08177	0	1063	288	286	100/100	7.14	1489
  13400	1368	0	0	6	—	0.08399	0	1086	280	278	100/100	7.91	1705
  13500	1365	0	0	6	—	0.08529	0	1085	278	276	100/100	9.76	1469
  13600	1339	0	0	6	—	0.0858	0	1045	291	289	100/100	8.37	1435
  13700	1355	0	0	6	—	0.08083	0	1055	298	296	100/100	8.69	2154
  13800	1370	0	0	6	—	0.07797	0	1062	306	304	100/100	9.21	1746
  13900	1364	0	0	6	—	0.08222	0	1062	301	299	100/100	7.76	1539
  14000	1387	0	0	6	—	0.08613	0	1085	301	299	100/100	8.10	1541
  14100	1387	0	0	6	—	0.08602	0	1085	301	299	100/100	7.43	1409
  14200	1396	0	0	6	—	0.08439	0	1088	307	305	100/100	7.47	1558
  14300	1397	0	0	6	—	0.084	0	1097	299	297	100/100	6.58	1584
  14400	1391	0	0	6	—	0.08176	0	1096	294	292	100/100	7.51	1621
